Seitentitel,URL,Anzahl fehlender Bilder,abgeleitetes Hauptthema,abgeleiteter Seitentyp,empfohlene Bildmotive,Bildposition,empfohlene Bildrolle,Vorschlag 1,Score 1,Begründung 1,Vorschlag 2,Score 2,Begründung 2,Vorschlag 3,Score 3,Begründung 3,Status,Review-Hinweis
Norderstedt,https://igienair.de/kunden/referenzen/hamburg/norderstedt/,6,Kunden in Norderstedt,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_289566410.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Norderstedt,https://igienair.de/kunden/referenzen/hamburg/norderstedt/,6,Kunden in Norderstedt,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_309604166.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stade,https://igienair.de/kunden/referenzen/hamburg/stade/,6,Kunden in Stade,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/HAM/Stade/shutterstock_2385244605.jpg,71,"Stadtordner ""stade"" entspricht URL-Slug; Schlagwort-Treffer: kunden, stade; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_45_16.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1625px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stade,https://igienair.de/kunden/referenzen/hamburg/stade/,6,Kunden in Stade,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_235439763.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,54,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stade,https://igienair.de/kunden/referenzen/hamburg/stade/,6,Kunden in Stade,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_253654547.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stade,https://igienair.de/kunden/referenzen/hamburg/stade/,6,Kunden in Stade,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_289566410.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stade,https://igienair.de/kunden/referenzen/hamburg/stade/,6,Kunden in Stade,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_309604166.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stade,https://igienair.de/kunden/referenzen/hamburg/stade/,6,Kunden in Stade,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_320946587.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Tuttlingen,https://igienair.de/kunden/referenzen/region-bodensee/tuttlingen/,6,Kühlturm Wartung Tuttlingen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/BOD/Tuttlingen/shutterstock_1153116119.jpg,71,"Stadtordner ""tuttlingen"" entspricht URL-Slug; Schlagwort-Treffer: kunden, tuttlingen; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_45_16.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1625px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Tuttlingen,https://igienair.de/kunden/referenzen/region-bodensee/tuttlingen/,6,Kühlturm Wartung Tuttlingen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_253654547.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,54,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Tuttlingen,https://igienair.de/kunden/referenzen/region-bodensee/tuttlingen/,6,Kühlturm Wartung Tuttlingen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_289566410.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Tuttlingen,https://igienair.de/kunden/referenzen/region-bodensee/tuttlingen/,6,Kühlturm Wartung Tuttlingen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_309604166.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Tuttlingen,https://igienair.de/kunden/referenzen/region-bodensee/tuttlingen/,6,Kühlturm Wartung Tuttlingen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_320946587.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Tuttlingen,https://igienair.de/kunden/referenzen/region-bodensee/tuttlingen/,6,Kühlturm Wartung Tuttlingen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_331854111.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Singen,https://igienair.de/kunden/referenzen/region-bodensee/singen/,6,Kühlturm Wartung Singen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/BOD/Singen/shutterstock_2102200522.jpg,71,"Stadtordner ""singen"" entspricht URL-Slug; Schlagwort-Treffer: kunden, singen; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_45_16.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1625px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Singen,https://igienair.de/kunden/referenzen/region-bodensee/singen/,6,Kühlturm Wartung Singen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_289566410.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,54,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Singen,https://igienair.de/kunden/referenzen/region-bodensee/singen/,6,Kühlturm Wartung Singen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_309604166.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Singen,https://igienair.de/kunden/referenzen/region-bodensee/singen/,6,Kühlturm Wartung Singen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_320946587.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Singen,https://igienair.de/kunden/referenzen/region-bodensee/singen/,6,Kühlturm Wartung Singen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_331854111.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Singen,https://igienair.de/kunden/referenzen/region-bodensee/singen/,6,Kühlturm Wartung Singen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_333803259.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Freidrichshafen,https://igienair.de/kunden/referenzen/region-bodensee/friedrichshafen/,6,Kühlturm Wartung Friedrichshafen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/BOD/Friedrichshafen/shutterstock_2289201579.jpg,71,"Stadtordner ""friedrichshafen"" entspricht URL-Slug; Schlagwort-Treffer: kunden, friedrichshafen; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_45_16.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1625px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Freidrichshafen,https://igienair.de/kunden/referenzen/region-bodensee/friedrichshafen/,6,Kühlturm Wartung Friedrichshafen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_320946587.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,54,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Freidrichshafen,https://igienair.de/kunden/referenzen/region-bodensee/friedrichshafen/,6,Kühlturm Wartung Friedrichshafen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_331854111.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Freidrichshafen,https://igienair.de/kunden/referenzen/region-bodensee/friedrichshafen/,6,Kühlturm Wartung Friedrichshafen,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_333803259.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
